CustomerID,Customer Name,Phone,City,RegionCode,Country,Segment,Annual Spend (NGN),Clean Date,Email Clean
C0462,Gateway Anozie Enterprises,08158580365,Obio-Akpor,R06,Nigeria,Corporate,2374397,01-11-21,lawal.anozie@company.ng
C0119,Rukayat Hassan,08159578179,Onitsha,R05,Nigeria,Retail,2185314,25-02-22,rukayat15@yahoo.com
C0876,Ejike Obiechina,Unknown,Asaba,R07,Nigeria,Retail,2548668,02-02-19,e.obiechina@outlook.com
C1090,Emeka Ezeani,08154590542,Eleme,R06,Nigeria,Retail,4467299,09-07-21,emeka.ezeani@gmail.com
C0228,Titilayo Onuoha,08031017513,Agbor,R07,Nigeria,Retail,3323479,29-03-20,t.onuoha@outlook.com
C0675,Mariam Ihejirika,08165167741,Lugbe,R08,Nigeria,SME,3661157,03-03-23,m.ihejirika@outlook.com
C0820,Ramatu Hassan,08172966104,Kaduna,R11,Nigeria,Wholesale,4553864,08-06-19,ramatu.hassan@gmail.com
C0846,Chibuzor Lawal,08184991703,Asaba,R07,Nigeria,SME,2322719,17-06-21,chibuzor.lawal@gmail.com
C1148,Obinna Ringim,08016198297,Kafanchan,R11,Nigeria,SME,1597644,26-06-20,obinna27@yahoo.com
C0235,Zainab Ezeani,08118609223,Okene,R09,Nigeria,Retail,1412586,25-06-23,zainab.ezeani@gmail.com
C0180,Olamide Nzeka,08128212365,Eleme,R06,Nigeria,Retail,3988591,01-10-19,olamide23@yahoo.com
C1127,Chinonso Nwankwo,08019551181,Kano,R10,Nigeria,SME,1756049,15-07-20,chinonso.nwankwo@company.ng
C0660,Yewande Anozie,08076885397,Obio-Akpor,R06,Nigeria,Wholesale,3330344,22-03-18,Invalid Email
C0640,Chidi Bello,08015278767,Zaria,R11,Nigeria,Retail,2469863,25-01-21,chidi95@yahoo.com
C1182,Uchenna Ugwu,08036769149,Ijebu-Ode,R02,Nigeria,Wholesale,2680784,10-06-19,uchenna.ugwu@gmail.com
C1077,Chibuzor Ibrahim,08065273341,Awka,R05,Nigeria,Retail,4716253,07-05-20,chibuzor.ibrahim@gmail.com
C0100,Olamide Eze,08067273299,Kabba,R09,Nigeria,Unknown Segment,2519420,17-02-18,olamide.eze@company.ng
C1019,Maryam Tukur,08033755509,Agbor,R07,Nigeria,Retail,2905898,26-04-20,Invalid Email
C0861,Adeola Nwachukwu,08131976099,Ogbomoso,R03,Nigeria,Retail,4358100,07-02-19,adeola85@yahoo.com
C1040,Gbemisola Onyekachi,08026614851,Biu,R12,Nigeria,Retail,3635882,30-10-18,gbemisola.onyekachi@gmail.com
C0681,Ezinne Musa,08126282996,Sagamu,R02,Nigeria,Unknown Segment,288164,27-06-19,e.musa@outlook.com
C0010,Safiya Suleiman,08118514125,Oyo,R03,Nigeria,Retail,4113008,13-03-18,safiya51@yahoo.com
C0840,Ezinne Ugwu,08082412339,Okene,R09,Nigeria,Retail,1501972,12-07-18,ezinne91@yahoo.com
C0476,Chidi Makarfi,08107597517,Sapele,R07,Nigeria,Retail,1365383,13-07-22,c.makarfi@outlook.com
C1107,Chinedu Okonkwu,08075464220,Dukku,R13,Nigeria,Retail,96441,05-07-23,chinedu.okonkwu@company.ng
C0234,Apex Okeke Global Ventures,0813 1245559,Asaba,R07,Nigeria,Corporate,3917855,11-10-22,funmilayo.okeke@company.ng
C0437,Chioma Eze,08164346901,Asaba,R07,Nigeria,Retail,2095546,20-05-19,chioma.eze@company.ng
C0321,Lawal Okafor,08066631122,Biu,R12,Nigeria,Wholesale,3572866,22-10-19,lawal.okafor@company.ng
C0317,Zainab Bello,08115465217,Lugbe,R08,Nigeria,Retail,1870695,20-06-21,zainab.bello@gmail.com
C0361,Uchenna Danladi,0809 9356880,Lugbe,R08,Nigeria,Wholesale,561295,24-06-22,uchenna39@yahoo.com
C1011,Maryam Osei,08138552366,Ibadan,R03,Nigeria,Wholesale,3616097,09-03-21,maryam93@yahoo.com
C0049,Lawal Kwankwaso,0811 5322596,Bonny,R06,Nigeria,Retail,372285,18-05-18,lawal22@yahoo.com
C0619,Unknown Customer,08161783814,Eleme,R06,Nigeria,Retail,1971707,24-02-18,somtochukwu98@yahoo.com
C0856,Obinna Nwankwo,08135887226,Apapa,R01,Nigeria,Retail,1665189,16-07-19,o.nwankwo@outlook.com
C0362,Yahaya Waziri,08175719718,Wudil,R10,Nigeria,Wholesale,4514684,29-10-18,yahaya72@yahoo.com
C1155,Olamide Okonkwo,08186061963,Wudil,R10,Nigeria,Retail,4739458,01-06-23,Invalid Email
C0793,Oluwaseun Dikko,08021384750,Lekki,R01,Nigeria,Wholesale,4024703,15-06-18,oluwaseun53@yahoo.com
C0889,Chibuzor Agbo,08033521389,Port Harcourt,R06,Nigeria,Wholesale,4736409,09-03-20,c.agbo@outlook.com
C0494,Delta Umar Resources Ltd,08063264991,Nsukka,R04,Nigeria,Corporate,3152985,30-04-19,ngozi.umar@gmail.com
C1176,Rukayat Obi,08064850365,Kaduna,R11,Nigeria,Retail,3239934,18-11-18,rukayat34@yahoo.com
C0381,Ngozi Nwankwo,08102916840,Kano,R10,Nigeria,SME,4911823,24-04-21,n.nwankwo@outlook.com
C1133,Ezinne Funtua,0811 6569193,Kabba,R09,Nigeria,SME,3666891,04-12-18,ezinne.funtua@gmail.com
C0284,Premier Nwosu Enterprises,08163226397,Maiduguri,R12,Nigeria,Corporate,2824371,19-08-20,c.nwosu@outlook.com
C1130,Nnamdi Okonkwu,0802 8832509,Gwoza,R12,Nigeria,Retail,2475972,01-03-20,nnamdi.okonkwu@company.ng
C0537,Greenfield Ringim Integrated Services,08031551670,Asaba,R07,Nigeria,Corporate,1354445,13-09-20,obinna.ringim@company.ng
C1024,Ikechukwu Nwachukwu,0803 3830158,Apapa,R01,Nigeria,Retail,2640082,22-05-22,ikechukwu.nwachukwu@company.ng
C0224,Chibuzor Osei,0801 4554966,Gwagwalada,R08,Nigeria,SME,755796,14-06-21,chibuzor.osei@company.ng
C0046,Nnamdi Waziri,0814 1568871,Surulere,R01,Nigeria,Retail,2308554,30-10-22,n.waziri@outlook.com
C0659,Ramatu Nzeka,0817 3789613,Okene,R09,Nigeria,Wholesale,143365,08-10-19,ramatu.nzeka@company.ng
C0160,Somtochukwu Ringim,08109303304,Eleme,R06,Nigeria,Retail,3440877,01-09-20,somtochukwu25@yahoo.com
C0703,Somtochukwu Tukur,08151504620,Gwoza,R12,Nigeria,Retail,3490146,22-10-18,somtochukwu.tukur@company.ng
C0893,Ezinne Eze,08111843894,Sapele,R07,Nigeria,Retail,129321,23-05-22,ezinne48@yahoo.com
C0110,Babatunde Obi,0812 7584389,Kaduna,R11,Nigeria,Wholesale,1051200,16-05-22,b.obi@outlook.com
C0777,Sochima Ezeani,08079725622,Onitsha,R05,Nigeria,Retail,1394274,25-04-20,sochima.ezeani@company.ng
C1175,Kenechukwu Tukur,08145639777,Biu,R12,Nigeria,Wholesale,4276934,07-01-20,kenechukwu.tukur@gmail.com
C0605,Olamide Okafor,08119071075,Wudil,R10,Nigeria,Retail,1834076,11-10-21,olamide34@yahoo.com
C0874,Ifeanyi Ibrahim,08068754623,Onitsha,R05,Nigeria,Wholesale,910394,15-05-20,i.ibrahim@outlook.com
C0404,Hauwa Ringim,0819 8689846,Ikeja,R01,Nigeria,Wholesale,2238858,22-02-22,hauwa25@yahoo.com
C0068,Sunrise Ringim Nigeria Ltd,08162881590,Sagamu,R02,Nigeria,Corporate,639724,23-12-20,modupe.ringim@company.ng
C0449,Ekene Okoro,0814 8640767,Ekwulobia,R05,Nigeria,Wholesale,3396767,25-03-21,ekene.okoro@company.ng
C0632,Nnamdi Ibrahim,08058629395,Gwagwalada,R08,Nigeria,Wholesale,282181,02-03-18,nnamdi.ibrahim@gmail.com
C0699,Blessing Ugwu,08154312392,Kabba,R09,Nigeria,SME,3559714,06-02-18,blessing.ugwu@company.ng
C1029,Niger Osei Trading Co.,08022759468,Dukku,R13,Nigeria,Corporate,880290,30-08-18,Invalid Email
C0200,Ramatu Okonkwu,08036674737,Port Harcourt,R06,Nigeria,Retail,1639871,19-06-21,ramatu.okonkwu@company.ng
C0590,Fatima Adeyemi,08141487899,Awka,R05,Nigeria,Retail,4887997,28-07-19,fatima89@yahoo.com
C0510,Adewale Obiechina,08089856052,Gwoza,R12,Nigeria,Wholesale,541456,19-02-21,adewale.obiechina@gmail.com
C0978,Titilayo Mbah,0815 3344693,Dukku,R13,Nigeria,Wholesale,4836365,16-05-22,t.mbah@outlook.com
C0738,Ezinne Ihejirika,08061204472,Kaltungo,R13,Nigeria,Retail,2181188,23-06-20,e.ihejirika@outlook.com
C0334,Ifeanyi Osei,08093561453,Kabba,R09,Nigeria,SME,660977,15-10-22,i.osei@outlook.com
C0085,Ezinne Chibueze,0807 2951209,Gombe,R13,Nigeria,Wholesale,349574,29-07-20,e.chibueze@outlook.com
C0210,Chinonso Obiechina,08065786230,Enugu,R04,Nigeria,Retail,3167095,11-03-23,chinonso.obiechina@gmail.com
C0274,Chidi Nwosu,08061691732,Biu,R12,Nigeria,Retail,1271444,25-08-18,chidi.nwosu@company.ng
C0469,Titilayo Chukwu,08182015689,Kaltungo,R13,Nigeria,Wholesale,146029,23-02-19,titilayo37@yahoo.com
C0956,Sunrise Eze & Associates,08156260954,Warri,R07,Nigeria,Corporate,882913,04-06-22,f.eze@outlook.com
C1016,Kenechukwu Danladi,08192865298,Kaltungo,R13,Nigeria,SME,3967825,22-09-18,kenechukwu.danladi@company.ng
C0860,Niger Ugwu Enterprises,08082636323,Kano,R10,Nigeria,Corporate,3291569,22-05-20,ejike.ugwu@gmail.com
C1147,Horizon Nwankwo Resources Ltd,08089072206,Obio-Akpor,R06,Nigeria,Corporate,3069461,21-09-18,hauwa.nwankwo@gmail.com
C1165,Techbase Ibrahim Enterprises,08033456435,Kaltungo,R13,Nigeria,Corporate,3545239,23-12-22,jumoke.ibrahim@gmail.com
C0791,Peak Ibrahim Global Ventures,08132390231,Wudil,R10,Nigeria,Corporate,4594972,08-10-22,uche.ibrahim@gmail.com
C0584,Lagos Ezeani Ltd,0817 2150326,Kafanchan,R11,Nigeria,Corporate,4478838,27-06-22,b.ezeani@outlook.com
C0717,Olamide Makarfi,Unknown,Lugbe,R08,Nigeria,Retail,4619806,09-07-19,olamide85@yahoo.com
C0030,Gateway Nwankwo Enterprises,08061552665,Lekki,R01,Nigeria,Corporate,4909007,02-12-20,damilola23@yahoo.com
C0153,Titilayo Nwosu,0814 7572357,Gwoza,R12,Nigeria,Wholesale,2590116,28-05-23,t.nwosu@outlook.com
C0009,Halima Hassan,08142615442,Surulere,R01,Nigeria,Wholesale,3534387,12-05-22,h.hassan@outlook.com
C0148,Jumoke Waziri,0813 1347150,Ikeja,R01,Nigeria,SME,1363490,07-02-19,j.waziri@outlook.com
C0552,Ebuka Osei,Unknown,Kuje,R08,Nigeria,SME,2868874,29-10-19,ebuka52@yahoo.com
C1195,Emeka Suleiman,08089812253,Dukku,R13,Nigeria,Retail,2415685,27-04-23,emeka.suleiman@company.ng
C0077,Ramatu Obiora,08024264848,Port Harcourt,R06,Nigeria,Retail,4910199,11-02-22,r.obiora@outlook.com
C0581,Nkechi Obiora,08064796388,Kaduna,R11,Nigeria,Retail,2582477,31-05-21,n.obiora@outlook.com
C0852,Olumide Nwosu,08102412184,Surulere,R01,Nigeria,SME,1158430,23-06-18,olumide85@yahoo.com
C0592,Rukayat Ringim,0810 5871565,Kabba,R09,Nigeria,SME,2841996,12-05-21,rukayat.ringim@gmail.com
C0007,Sunrise Yusuf Trading Co.,08099968851,Abuja,R08,Nigeria,Corporate,3754078,21-06-19,emeka.yusuf@gmail.com
C0403,Khadijah Mbah,08118879459,Gwoza,R12,Nigeria,SME,3140864,04-04-19,khadijah34@yahoo.com
C0729,Olumide Abubakar,08163088417,Ijebu-Ode,R02,Nigeria,Wholesale,1808920,23-04-21,olumide13@yahoo.com
C0593,Pronigeria Danladi Global Ventures,08076764633,Onitsha,R05,Nigeria,Corporate,2759844,31-10-20,f.danladi@outlook.com
C0556,Adewale Osei,08198620542,Asaba,R07,Nigeria,Retail,2202574,12-01-23,a.osei@outlook.com
C0165,Tochukwu Waziri,0807 2333960,Lokoja,R09,Nigeria,Wholesale,2470509,01-06-23,tochukwu.waziri@gmail.com
C1161,Eko Nwankwo Ltd,0817 4729734,Dukku,R13,Nigeria,Corporate,2083972,22-11-22,yewande92@yahoo.com
C0212,Unknown Customer,08011444615,Eleme,R06,Nigeria,SME,1642127,11-11-19,chioma.chibueze@company.ng
C0894,Chinonso Ihejirika,0814 6153709,Dukku,R13,Nigeria,Retail,4289132,12-10-22,chinonso.ihejirika@gmail.com
C0671,Techbase Anozie & Associates,08178256761,Lokoja,R09,Nigeria,Corporate,4349713,14-01-23,onyeka.anozie@company.ng
C0301,Maryam Osei,08142028124,Ekwulobia,R05,Nigeria,SME,2753416,20-04-22,m.osei@outlook.com
C0473,Ifeanyi Makarfi,08155367859,Onitsha,R05,Nigeria,Retail,4138941,31-05-18,ifeanyi34@yahoo.com
C0901,Lagos Agbo & Associates,08175618038,Dukku,R13,Nigeria,Unknown Segment,2673886,21-02-21,chinonso87@yahoo.com
C0905,Oluwaseun Okeke,08018397729,Okene,R09,Nigeria,Wholesale,4913756,31-05-18,o.okeke@outlook.com
C1180,Abuja Obiora Enterprises,08031876326,Nsukka,R04,Nigeria,Corporate,4112947,03-05-20,ejike20@yahoo.com
C0133,Chioma Okoro,0817 9065577,Lugbe,R08,Nigeria,Wholesale,4814584,11-09-22,c.okoro@outlook.com
C0098,Pronigeria Obi Enterprises,08098324097,Enugu,R04,Nigeria,Corporate,1936423,22-06-20,lawal.obi@company.ng
C0705,Ejike Abdullahi,0814 7770373,Gombe,R13,Nigeria,Retail,1995245,20-09-19,ejike63@yahoo.com
C0549,Nnamdi Obiora,08116134374,Port Harcourt,R06,Nigeria,Retail,3929265,17-12-18,nnamdi.obiora@gmail.com
C0314,Hauwa Okafor,08082525821,Ogbomoso,R03,Nigeria,Retail,173687,25-01-18,hauwa.okafor@company.ng
C1020,Ngozi Adeyemi,08166129485,Okene,R09,Nigeria,Retail,1522383,03-12-20,n.adeyemi@outlook.com
C0827,Khadijah Ugwu,08167948506,Nnewi,R05,Nigeria,Wholesale,3185558,07-02-21,khadijah.ugwu@gmail.com
C0575,Amina Garba,08118727092,Biu,R12,Nigeria,Wholesale,2055766,15-01-22,amina.garba@gmail.com
C0188,Khadijah Dikko,08175487238,Port Harcourt,R06,Nigeria,Retail,4007251,14-07-18,k.dikko@outlook.com
C0816,Chinedu Obiora,08115470874,Oji River,R04,Nigeria,Retail,1376870,06-11-18,c.obiora@outlook.com
C0935,Halima Nwachukwu,08152591387,Gwoza,R12,Nigeria,Retail,3463315,28-05-21,halima.nwachukwu@gmail.com
C0221,Greenfield Yusuf Global Ventures,08193552232,Kabba,R09,Nigeria,Corporate,4309938,05-06-21,nkechi.yusuf@company.ng
C0835,Obinna Makarfi,08054981284,Dukku,R13,Nigeria,Wholesale,3625118,23-07-22,obinna98@yahoo.com
C0478,Bilkisu Okoro,Unknown,Ogbomoso,R03,Nigeria,Retail,535432,22-03-22,b.okoro@outlook.com
C0084,Chidi Okafor,08092896822,Kano,R10,Nigeria,Retail,4477698,22-05-21,chidi61@yahoo.com
C0474,Nkechi Agbo,Unknown,Onitsha,R05,Nigeria,Retail,1570350,14-11-22,n.agbo@outlook.com
C0582,Ekene Okafor,08148602270,Zaria,R11,Nigeria,Wholesale,894627,28-09-21,ekene.okafor@company.ng
C0873,Apex Onuoha & Associates,08154545327,Biu,R12,Nigeria,Corporate,3803662,29-01-21,t.onuoha@outlook.com
C0571,Pronigeria Waziri & Sons,08103834985,Agbor,R07,Nigeria,Corporate,4503376,11-10-22,a.waziri@outlook.com
C0227,Taiwo Eze,08164820042,Oyo,R03,Nigeria,Retail,4911303,08-04-20,taiwo.eze@gmail.com
C0760,Babatunde Ezeani,08168131205,Port Harcourt,R06,Nigeria,Retail,286199,12-01-18,b.ezeani@outlook.com
C0272,Nnamdi Osei,0819 8606760,Abeokuta,R02,Nigeria,Wholesale,2616642,03-12-20,nnamdi.osei@company.ng
C1138,Aisha Obiora,08031388791,Okene,R09,Nigeria,SME,1295791,01-06-22,aisha.obiora@gmail.com
C0716,Kano Funtua Enterprises,08079347585,Oji River,R04,Nigeria,Corporate,2702056,23-04-18,obinna.funtua@gmail.com
C0993,Nkechi Ibrahim,Unknown,Abuja,R08,Nigeria,Wholesale,3866733,27-02-22,nkechi49@yahoo.com
C0566,Nkechi Nwachukwu,0814 8207920,Gombe,R13,Nigeria,Retail,1066358,14-07-19,nkechi.nwachukwu@company.ng
C0313,Chukwuemeka Kankara,Unknown,Onitsha,R05,Nigeria,Wholesale,3822239,01-01-23,chukwuemeka40@yahoo.com
C0547,Safiya Babangida,08058882760,Lugbe,R08,Nigeria,Wholesale,616255,02-10-20,safiya.babangida@gmail.com
C0634,Zainab Eze,0811 2492424,Gwoza,R12,Nigeria,Retail,4373815,01-06-20,zainab62@yahoo.com
C1181,Unity Mbah & Associates,08172553423,Osogbo,R03,Nigeria,Corporate,4378885,14-05-23,ramat.mbah@company.ng
C0558,Blessing Eze,08135270857,Kabba,R09,Nigeria,Retail,1119653,23-02-23,blessing.eze@company.ng
C1071,Amina Dikko,0803 1796881,Kuje,R08,Nigeria,Wholesale,4634192,21-08-21,amina99@yahoo.com
C0394,Apex Okoro Resources Ltd,08107415634,Sapele,R07,Nigeria,Corporate,4763348,13-12-19,aisha2@yahoo.com
C0031,Ekene Lawal,08086313696,Eleme,R06,Nigeria,Retail,753935,03-12-23,ekene.lawal@company.ng
C0656,Chukwuemeka Bello,08197593891,Lokoja,R09,Nigeria,Retail,252759,11-02-20,chukwuemeka33@yahoo.com
C1186,Modupe Bello,08196377347,Asaba,R07,Nigeria,Retail,2059518,05-11-19,m.bello@outlook.com
C0957,Tochukwu Abubakar,08054017641,Kaltungo,R13,Nigeria,Retail,2306727,21-05-20,tochukwu.abubakar@company.ng
C0332,Chioma Lawal,08084291659,Nsukka,R04,Nigeria,Wholesale,1839704,21-07-19,chioma3@yahoo.com
C0102,Ikechukwu Onyekachi,08089565617,Kabba,R09,Nigeria,Retail,1482340,25-10-22,i.onyekachi@outlook.com
C0267,Hauwa Garba,08154488249,Dukku,R13,Nigeria,Wholesale,4655176,17-03-22,hauwa4@yahoo.com
C0765,Gbemisola Garba,08064805045,Maiduguri,R12,Nigeria,Retail,366510,04-07-18,g.garba@outlook.com
C1050,Ejike Shehu,08104610683,Gwagwalada,R08,Nigeria,Wholesale,4330196,21-02-18,ejike.shehu@gmail.com
C1002,Zainab Obiechina,08039517954,Surulere,R01,Nigeria,Wholesale,4933473,06-12-18,zainab.obiechina@gmail.com
C0694,Abuja Nwosu & Associates,08128320044,Oyo,R03,Nigeria,Corporate,1413430,28-01-18,s.nwosu@outlook.com
C0193,Agrofirst Chibueze Ltd,0802 7130158,Asaba,R07,Nigeria,Corporate,3796238,18-05-21,olumide.chibueze@gmail.com
C0519,Emeka Okonkwo,08083642810,Kafanchan,R11,Nigeria,Wholesale,3848499,22-06-23,emeka66@yahoo.com
C0145,Aisha Obi,08103675460,Zaria,R11,Nigeria,Wholesale,1990261,31-12-22,aisha.obi@company.ng
C0039,Gateway Okonkwo Enterprises,08119483860,Awka,R05,Nigeria,Corporate,4343369,04-08-22,mariam25@yahoo.com
C1085,Amarachi Suleiman,08092494185,Abuja,R08,Nigeria,Retail,3076736,24-08-18,amarachi.suleiman@company.ng
C1183,Somtochukwu Onuoha,0808 3899356,Ekwulobia,R05,Nigeria,SME,2063264,15-02-21,somtochukwu93@yahoo.com
C0569,Pronigeria Chibueze Nigeria Ltd,08084466600,Gwagwalada,R08,Nigeria,Corporate,440281,23-04-18,funmilayo82@yahoo.com
C0233,Tochukwu Hassan,08134013007,Gombe,R13,Nigeria,Retail,1267602,13-08-18,t.hassan@outlook.com
C0559,Abdullahi Musa,08156516425,Oji River,R04,Nigeria,Wholesale,4277057,31-03-19,abdullahi.musa@gmail.com
C0787,Chidi Kwankwaso,08018147550,Ogbomoso,R03,Nigeria,SME,4061659,12-03-18,chidi.kwankwaso@gmail.com
C0497,Funmilayo Shehu,08039595616,Nnewi,R05,Nigeria,Wholesale,3575829,26-09-18,f.shehu@outlook.com
C1160,Hauwa Agbo,0810 8801834,Enugu,R04,Nigeria,Retail,489824,12-01-20,hauwa.agbo@company.ng
C0536,Uchenna Chibueze,08021356568,Sapele,R07,Nigeria,Retail,1335519,23-07-21,uchenna.chibueze@gmail.com
C0037,Olamide Agbo,08163824446,Ekwulobia,R05,Nigeria,Wholesale,1346463,10-01-20,o.agbo@outlook.com
C0736,Mariam Onuoha,0819 1246025,Gwoza,R12,Nigeria,Retail,4284421,04-01-18,mariam.onuoha@company.ng
C1104,Gateway Ringim Ltd,0805 5906472,Okene,R09,Nigeria,Corporate,2663472,27-10-22,olumide.ringim@gmail.com
C0020,Ebuka Lawal,Unknown,Eleme,R06,Nigeria,Wholesale,4064871,16-02-19,ebuka34@yahoo.com
C0090,Unknown Customer,08027694508,Port Harcourt,R06,Nigeria,Retail,4489054,09-04-21,a.obiechina@outlook.com
C0882,Niger Lawal & Associates,0813 6992678,Kuje,R08,Nigeria,Corporate,1157489,24-03-23,sochima87@yahoo.com
C0178,Obinna Shehu,0810 6479432,Kabba,R09,Nigeria,Wholesale,3295688,14-06-21,o.shehu@outlook.com
C0763,Uchenna Mbah,08063674692,Sagamu,R02,Nigeria,Retail,3761493,16-07-22,uchenna56@yahoo.com
C1134,Gbemisola Abdullahi,08031980330,Nsukka,R04,Nigeria,Retail,1236422,15-03-22,g.abdullahi@outlook.com
C0417,Ekene Babangida,08131608510,Oyo,R03,Nigeria,Retail,660686,01-04-22,ekene.babangida@company.ng
C0613,Blessing Yusuf,0818 7927223,Nsukka,R04,Nigeria,Retail,3946104,31-05-23,blessing.yusuf@company.ng
C1151,Chinonso Ringim,08171646067,Zaria,R11,Nigeria,Retail,73394,16-07-19,chinonso91@yahoo.com
C0945,Titilayo Ezeani,0802 8729307,Awka,R05,Nigeria,Wholesale,1092485,04-02-19,t.ezeani@outlook.com
C0700,Khadijah Funtua,08016762283,Eleme,R06,Nigeria,Retail,4827253,28-06-20,khadijah.funtua@company.ng
C0423,Zainab Bello,0805 6191473,Ikeja,R01,Nigeria,Retail,3712146,05-03-23,zainab.bello@gmail.com
C0466,Amina Aliyu,08067084887,Asaba,R07,Nigeria,SME,1908589,25-04-18,amina35@yahoo.com
C1112,Niger Agbo Trading Co.,0817 6290449,Ijebu-Ode,R02,Nigeria,Corporate,4129491,30-11-22,adewale.agbo@gmail.com
C1128,Onyeka Babangida,08199907394,Kaltungo,R13,Nigeria,Retail,1939484,21-10-18,onyeka.babangida@gmail.com
C0583,Mariam Onyekachi,0812 3526904,Nsukka,R04,Nigeria,Retail,4155130,12-02-19,mariam.onyekachi@company.ng
C1168,Emeka Bello,08124880529,Dukku,R13,Nigeria,Retail,2326360,30-04-23,emeka.bello@company.ng
C0495,Chukwuemeka Kankara,08011242334,Kafanchan,R11,Nigeria,Wholesale,4951420,19-08-22,chukwuemeka40@yahoo.com
C0865,Chinedu Dikko,08111382572,Zaria,R11,Nigeria,Retail,4914025,21-01-20,c.dikko@outlook.com
C1124,Amarachi Nwankwo,08099955478,Oji River,R04,Nigeria,Wholesale,804770,25-09-22,amarachi.nwankwo@company.ng
C0026,Onyeka Abubakar,08084579635,Lokoja,R09,Nigeria,Unknown Segment,554737,20-04-21,Invalid Email
C0907,Obinna Babangida,08165840738,Maiduguri,R12,Nigeria,Retail,3192091,17-09-18,o.babangida@outlook.com
C0331,Aisha Abubakar,0806 6555883,Oji River,R04,Nigeria,Retail,3527166,12-10-18,aisha26@yahoo.com
C0231,Lawal Umar,08039889528,Kano,R10,Nigeria,Retail,2055752,14-01-20,Invalid Email
C0983,Yahaya Anozie,08094536989,Biu,R12,Nigeria,Retail,4809249,07-04-19,yahaya.anozie@company.ng
C1048,Yetunde Chukwu,08113532887,Okene,R09,Nigeria,Retail,1141204,17-11-22,y.chukwu@outlook.com
C1116,Chukwuemeka Okoro,0819 3838768,Lugbe,R08,Nigeria,Wholesale,4002561,11-05-23,c.okoro@outlook.com
C0981,Kano Suleiman & Associates,08195551819,Osogbo,R03,Nigeria,Corporate,1125098,05-07-22,ramatu.suleiman@company.ng
C0326,Kenechukwu Chukwu,0817 2643631,Sagamu,R02,Nigeria,Wholesale,95349,14-12-21,kenechukwu13@yahoo.com
C1164,Ramatu Osei,0814 9665817,Surulere,R01,Nigeria,Wholesale,4303997,16-04-20,Invalid Email
C0845,Premier Babangida Nigeria Ltd,0814 6607048,Rano,R10,Nigeria,Corporate,2485418,04-03-19,emeka.babangida@company.ng
C0630,Sochima Hassan,0802 1009027,Okene,R09,Nigeria,Wholesale,4240011,28-04-19,sochima96@yahoo.com
C0024,Unknown Customer,08178448850,Kafanchan,R11,Nigeria,Retail,1252767,27-05-20,uchenna95@yahoo.com
C0239,Blessing Babangida,08024142178,Okene,R09,Nigeria,Wholesale,1762990,11-06-22,blessing.babangida@company.ng
C0053,Hauwa Musa,08104922386,Maiduguri,R12,Nigeria,Retail,1926007,12-05-23,h.musa@outlook.com
C0341,Nkechi Agbo,08195968956,Zaria,R11,Nigeria,Wholesale,4165077,05-10-18,nkechi44@yahoo.com
C0253,Zainab Babangida,08114850773,Zaria,R11,Nigeria,Retail,421846,20-04-21,zainab.babangida@gmail.com
C0440,Amina Agbo,08172156864,Lagos,R01,Nigeria,Wholesale,3896733,11-01-20,amina.agbo@company.ng
C0358,Horizon Mbah Ltd,08101668149,Kaltungo,R13,Nigeria,Corporate,4472011,16-09-22,amina80@yahoo.com
C0414,Taiwo Okeke,0810 6074000,Ikeja,R01,Nigeria,Retail,76868,01-09-21,t.okeke@outlook.com
C0911,Adeola Obiora,08167021119,Obio-Akpor,R06,Nigeria,SME,4562052,30-01-23,adeola.obiora@company.ng
C0550,Chinedu Nwankwo,08055876803,Gwagwalada,R08,Nigeria,Retail,719906,15-01-20,chinedu29@yahoo.com
C0818,Chinonso Anozie,08055230246,Lekki,R01,Nigeria,Wholesale,2599884,05-10-21,c.anozie@outlook.com
C1026,Chibuzor Obi,0801 7980809,Onitsha,R05,Nigeria,Retail,2670794,09-04-20,c.obi@outlook.com
C0397,Greenfield Abdullahi Trading Co.,08135431396,Kaltungo,R13,Nigeria,Corporate,4359413,03-12-22,chinonso80@yahoo.com
C0444,Peak Aliyu Trading Co.,08181338818,Sagamu,R02,Nigeria,Corporate,3878344,24-10-19,emeka.aliyu@gmail.com
C0452,Ifeanyi Musa,08052656810,Bichi,R10,Nigeria,Wholesale,1931892,01-01-21,i.musa@outlook.com
C0106,Amina Danladi,0801 7834625,Agbor,R07,Nigeria,Retail,4155427,26-09-20,a.danladi@outlook.com
C0303,Kenechukwu Adeyemi,08161500770,Kafanchan,R11,Nigeria,Retail,3475035,07-10-18,kenechukwu68@yahoo.com
C0140,Gbemisola Nwachukwu,08178816777,Ekwulobia,R05,Nigeria,Wholesale,4979652,03-09-21,gbemisola.nwachukwu@gmail.com
C0562,Pronigeria Okeke Nigeria Ltd,08019834608,Sagamu,R02,Nigeria,Corporate,4428739,13-08-19,ngozi99@yahoo.com
C0041,Chinedu Obiechina,08052399406,Maiduguri,R12,Nigeria,Wholesale,1279412,22-04-21,chinedu.obiechina@company.ng
C1037,Nnamdi Ihejirika,08086373608,Osogbo,R03,Nigeria,Retail,1624841,18-10-20,nnamdi37@yahoo.com
C0378,Abdullahi Umar,08062964912,Eleme,R06,Nigeria,Retail,4309757,08-10-19,abdullahi20@yahoo.com
